26	3	17	19	47	54	10	23	28	37
26	23	28	48	49	19	47	25	60	40
2	17	47	60	25	10	23	28	37	45
26	60	36	40	14	23	28	30	37	45
25	36	3	17	19	47	14	60	26	18
3	17	19	25	37	10	23	28	45	49
26	2	3	19	47	25	10	23	28	45
2	3	47	54	25	40	26	10	23	28
4	40	26	10	23	37	45	48	49	59
60	2	3	17	19	54	37	10	23	28
2	3	17	19	54	40	25	36	26	14
26	10	23	28	37	49	59	60	25	17
60	6	30	26	17	19	47	54	10	23
2	17	19	47	26	40	10	23	45	48
36	4	14	30	17	19	47	54	40	60
26	10	23	37	45	48	49	59	36	17
60	37	10	28	45	48	49	59	36	14
10	23	28	45	48	49	60	19	47	54
25	40	17	19	47	54	26	10	28	37
10	23	37	45	59	60	36	17	19	30
26	60	10	23	45	59	19	54	25	40
10	23	48	59	60	17	19	47	54	25
26	10	23	28	48	49	60	17	19	47
26	10	23	28	37	48	49	59	25	19
3	17	19	54	40	26	10	23	28	37
23	28	45	48	49	59	36	25	19	47
26	36	25	14	30	17	19	47	54	10
26	23	28	37	45	59	60	25	36	14
60	37	10	23	28	48	49	59	36	30
14	60	26	17	19	47	54	25	10	23
36	60	6	26	25	17	47	54	10	23
60	10	28	37	45	49	59	36	14	17
26	60	23	28	45	48	49	59	36	14
26	10	28	37	49	59	60	14	30	40
25	2	3	47	54	40	26	23	28	37
26	60	36	4	6	10	17	19	23	28
1	2	3	4	5	6	7	8	9	10
26	60	3	17	19	47	54	10	23	37
60	26	36	14	30	40	10	23	28	45
60	26	6	10	23	28	30	37	45	49
30	36	37	23	28	45	48	49	59	40
10	28	48	49	59	60	25	17	19	47
60	37	23	28	45	48	49	59	17	19
26	36	14	30	10	28	37	45	48	49
25	36	3	19	54	26	60	10	23	28
36	40	17	19	47	54	60	26	30	10
1	2	3	4	5	6	7	8	9	10
2	3	19	54	26	25	36	60	10	14
6	30	60	17	19	47	54	40	18	26
60	26	36	6	10	23	28	37	49	59
10	23	37	48	60	19	47	54	40	36
26	3	17	47	60	6	23	37	45	48
3	19	47	54	25	26	60	14	10	23
26	6	10	14	23	28	30	37	45	48
37	45	48	49	59	26	14	30	36	40
2	3	17	54	40	26	14	30	60	16
10	23	28	37	48	49	26	18	14	30
25	2	3	19	47	54	37	10	23	28
26	60	3	10	17	19	23	28	45	48
60	10	28	37	48	49	59	25	19	47
26	37	45	48	49	59	60	17	19	54
26	10	23	28	37	45	17	47	36	40
26	10	23	28	37	49	60	25	17	19
2	3	47	25	26	40	23	28	37	45
36	60	3	14	17	19	30	47	25	37
60	26	10	14	23	28	30	37	45	49
26	23	28	37	45	48	49	60	25	19
1	36	25	19	47	54	18	30	60	26
26	10	37	45	48	59	60	40	17	47
2	3	17	47	54	25	37	10	23	28
36	6	14	26	17	19	47	54	25	10
36	30	26	17	19	47	54	25	40	10
6	14	30	60	26	40	17	19	47	54
6	30	36	60	40	25	26	8	9	10
10	23	28	48	59	26	14	30	36	40
37	10	28	45	48	49	59	17	47	25
10	23	28	48	49	59	60	25	17	19
26	60	17	19	47	54	25	10	37	45
60	10	23	28	37	49	59	19	54	25
25	2	17	19	40	26	60	14	30	10
60	10	23	37	48	49	17	19	54	25
14	30	60	26	40	17	19	47	54	25
26	2	3	17	19	47	10	23	28	48
2	3	19	25	36	40	26	14	30	60
26	2	3	54	60	40	30	10	28	45
26	10	23	28	45	48	49	60	17	19
36	2	3	4	14	19	30	47	54	25
26	60	10	28	45	48	59	36	19	47
26	23	28	37	48	59	60	17	47	54
26	10	23	37	48	49	59	60	25	17
26	10	23	28	37	45	48	49	14	30
25	26	3	17	19	47	54	10	28	37
25	17	19	54	26	10	23	28	37	48
3	19	25	26	40	10	28	37	45	48
26	2	3	4	10	17	23	28	37	45
2	3	47	54	40	18	26	36	14	30
60	26	40	6	14	30	10	23	28	37
26	10	23	28	37	59	60	19	47	54
10	37	45	36	14	30	19	47	54	25
1	2	3	4	5	6	7	8	9	10
2	3	17	47	25	37	23	28	45	48
10	18	23	28	37	45	49	59	26	60
3	47	25	26	60	10	28	37	45	49
26	60	3	17	19	47	54	40	10	23
25	26	3	17	19	47	10	23	28	37
26	60	10	23	37	45	48	49	25	36
3	17	47	14	40	26	60	16	9	10
26	10	23	28	37	45	49	17	19	47
3	47	54	37	10	23	28	45	49	59
2	3	19	25	40	60	36	37	10	28
26	10	28	37	45	48	49	59	14	30
26	10	23	37	48	49	60	36	25	17
2	3	17	19	47	26	36	60	40	10
2	17	19	25	26	36	60	40	10	14
60	10	23	28	37	49	59	25	36	14
60	2	3	17	19	47	37	23	28	45
26	28	37	45	48	59	60	25	36	17
26	2	17	47	54	25	10	23	45	48
26	10	45	48	49	59	60	19	54	25
36	6	14	26	17	47	54	25	10	23
18	40	3	4	5	6	7	8	9	10
26	10	23	28	37	45	49	59	17	19
2	17	47	54	25	26	60	14	30	10
2	3	19	54	25	40	26	36	60	18
36	2	3	6	17	47	25	60	26	40
2	3	19	47	54	60	14	30	40	37
36	60	14	26	25	40	10	17	19	23
36	60	14	26	17	19	47	54	10	23
60	37	10	23	28	45	49	59	17	47
26	10	28	37	45	48	59	36	14	30
40	25	17	19	47	54	26	18	10	23
26	10	23	37	45	49	60	36	30	25
26	10	23	37	45	48	60	17	19	47
2	3	47	54	26	40	60	10	28	37
6	14	36	60	40	25	26	8	9	10
26	10	23	28	37	45	48	19	47	54
26	10	23	37	45	49	59	17	19	47
26	60	3	10	17	19	23	45	48	49
10	23	28	37	45	48	49	26	60	10
10	37	45	48	49	60	17	19	47	25
26	2	3	17	47	25	60	23	28	37
2	3	47	54	26	36	40	60	10	23
26	60	10	28	45	48	49	59	40	36
26	23	37	45	49	30	36	40	25	10
10	23	28	37	60	19	47	54	36	40
26	10	23	37	45	48	60	14	30	40
25	3	17	47	36	37	10	23	28	45
10	23	28	45	48	60	17	47	54	25
26	10	23	28	45	49	59	17	19	54
4	40	3	4	5	6	7	8	9	10
26	3	17	19	23	37	45	49	59	40
2	17	26	25	10	23	28	48	59	60
26	2	3	17	19	23	28	37	45	48
10	28	37	45	49	60	17	19	47	54
23	28	37	45	48	59	60	36	14	17
26	3	19	47	25	60	10	23	28	48
2	3	17	19	54	25	18	37	10	23
60	6	10	23	28	37	49	59	25	17
26	10	23	28	37	48	59	60	17	47
26	10	23	28	45	59	60	14	30	40
26	2	17	19	47	23	28	48	49	59
4	6	14	36	60	40	26	8	9	10
26	2	10	17	18	19	28	37	45	47
26	10	28	37	45	59	60	40	18	14
40	26	3	17	19	47	54	10	28	37
2	3	19	54	25	26	36	16	14	30
2	17	19	47	26	25	36	60	14	23
2	3	19	47	60	25	37	23	28	45
2	3	17	19	26	36	60	40	10	14
26	2	3	17	54	60	25	40	23	28
10	23	28	45	48	49	59	60	17	19
36	60	26	17	19	30	47	25	40	10
25	2	3	17	19	26	36	60	14	10
10	28	37	48	49	60	17	19	47	54
10	23	28	37	45	49	17	19	47	54
2	3	19	47	54	40	26	36	60	30
26	10	23	28	37	48	49	40	17	47
60	6	14	10	23	28	45	48	49	59
26	23	48	49	59	60	40	36	17	47
26	28	37	45	48	49	60	17	47	54
26	23	28	37	45	49	60	25	17	19
60	10	23	37	45	49	59	14	17	19
28	45	48	59	26	60	25	40	9	10
25	2	3	19	47	40	26	36	60	14
26	10	23	28	49	59	36	40	17	19
26	23	28	37	48	49	60	36	14	40
60	10	23	28	37	45	59	17	54	25
